,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
3875,721501308,Existing Customer,41,M,3,High School,Single,Less than $40K,Blue,33,6,3,1,7015.0,918,6097.0,0.9570000000000001,4410,70,0.591,0.131
3876,714169083,Existing Customer,48,M,4,Post-Graduate,Single,$120K +,Blue,38,5,2,0,34516.0,1639,32877.0,0.688,4959,74,0.805,0.047
3877,710194683,Existing Customer,43,M,3,Graduate,Unknown,$80K - $120K,Blue,30,3,1,4,3244.0,2260,984.0,0.711,2313,39,0.857,0.6970000000000001
3878,715365183,Existing Customer,51,F,1,College,Married,Less than $40K,Blue,42,4,2,2,2431.0,0,2431.0,0.8859999999999999,3323,65,1.097,0.0
3879,715448058,Existing Customer,42,F,1,College,Married,Less than $40K,Blue,36,6,4,1,3050.0,1824,1226.0,0.7709999999999999,1973,50,1.381,0.598
3880,779008158,Existing Customer,54,F,4,Graduate,Single,Less than $40K,Blue,43,3,1,4,2191.0,1655,536.0,1.008,4961,71,0.821,0.755
3881,712822758,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,33,6,3,3,5677.0,1403,4274.0,0.951,2730,58,0.758,0.247
3882,717466158,Existing Customer,48,F,2,Doctorate,Married,Less than $40K,Blue,40,3,4,3,4176.0,1248,2928.0,0.434,4889,62,0.632,0.299
3883,798687258,Existing Customer,40,M,4,Graduate,Married,Less than $40K,Blue,34,3,1,2,2577.0,1812,765.0,0.6659999999999999,4134,62,0.8240000000000001,0.703
3884,717380133,Existing Customer,65,M,0,High School,Single,$40K - $60K,Blue,36,6,4,1,3305.0,1909,1396.0,0.371,4218,72,0.636,0.578
3885,709693833,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Blue,34,6,3,0,9261.0,1605,7656.0,0.5710000000000001,2468,44,0.419,0.17300000000000001
3886,804847308,Existing Customer,64,F,0,Graduate,Single,$40K - $60K,Blue,56,6,2,1,1564.0,0,1564.0,0.516,4018,69,0.605,0.0
3887,716321583,Existing Customer,50,F,3,Unknown,Single,$40K - $60K,Blue,36,5,3,3,12740.0,1173,11567.0,1.04,3441,55,0.7190000000000001,0.092
3888,712685733,Existing Customer,57,F,3,Unknown,Single,Unknown,Silver,36,6,3,2,34516.0,1698,32818.0,0.823,3498,68,0.619,0.049
3889,781306758,Attrited Customer,58,M,2,Uneducated,Single,$80K - $120K,Blue,52,1,2,4,3091.0,2517,574.0,0.602,1844,49,0.633,0.8140000000000001
3890,743912958,Existing Customer,39,F,1,Graduate,Single,$40K - $60K,Blue,32,3,3,1,3812.0,1103,2709.0,0.757,4080,65,0.625,0.289
3891,712294083,Attrited Customer,54,F,2,High School,Single,Unknown,Blue,44,4,3,4,3778.0,0,3778.0,0.7390000000000001,2367,45,0.452,0.0
3892,716630508,Existing Customer,58,M,3,High School,Married,$120K +,Blue,50,6,2,4,12698.0,2361,10337.0,0.799,4425,75,0.63,0.18600000000000003
3893,711334983,Attrited Customer,41,F,3,High School,Married,Unknown,Blue,32,1,2,4,26229.0,0,26229.0,0.504,2077,46,0.643,0.0
3894,717442758,Existing Customer,51,F,4,High School,Married,$40K - $60K,Blue,43,5,3,2,8346.0,1452,6894.0,1.194,4141,79,0.612,0.174
3895,709137558,Existing Customer,52,M,0,Uneducated,Unknown,$80K - $120K,Blue,36,6,4,4,5395.0,2084,3311.0,0.7979999999999999,4689,69,0.725,0.386
3896,714366708,Existing Customer,58,M,2,Unknown,Divorced,$60K - $80K,Blue,36,6,1,1,1490.0,1069,421.0,0.84,3790,85,0.889,0.7170000000000001
3897,711925608,Existing Customer,42,M,4,Graduate,Divorced,$80K - $120K,Blue,35,3,2,2,18274.0,1623,16651.0,0.6809999999999999,3886,81,0.8,0.08900000000000001
3898,721202058,Existing Customer,62,F,0,High School,Unknown,$40K - $60K,Blue,49,4,1,1,4409.0,785,3624.0,0.838,4160,61,0.649,0.17800000000000002
3899,716931183,Existing Customer,45,M,5,Uneducated,Single,$80K - $120K,Blue,38,3,4,4,7560.0,788,6772.0,1.193,4296,68,0.7,0.10400000000000001
3900,800164083,Existing Customer,53,M,1,Uneducated,Unknown,$120K +,Blue,47,4,2,2,20783.0,1257,19526.0,0.7240000000000001,3819,76,0.617,0.06
3901,719682183,Existing Customer,53,F,2,Unknown,Single,$40K - $60K,Blue,43,3,4,4,6188.0,2517,3671.0,0.713,1997,43,1.048,0.40700000000000003
3902,710984133,Existing Customer,50,M,3,Uneducated,Single,$120K +,Blue,36,5,3,4,27876.0,557,27319.0,0.768,4654,88,0.66,0.02
3903,780307233,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,30,5,2,3,1924.0,1471,453.0,1.485,3521,58,1.0,0.765
3904,716434533,Attrited Customer,40,M,3,High School,Married,$80K - $120K,Blue,36,2,3,4,29149.0,0,29149.0,0.615,2106,56,0.6970000000000001,0.0
3905,828215508,Attrited Customer,55,F,2,Graduate,Unknown,Less than $40K,Blue,50,4,4,3,1438.3,0,1438.3,0.639,1785,33,0.32,0.0
3906,716138958,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,33,6,4,4,3160.0,1180,1980.0,1.0,3740,68,0.7,0.373
3907,709276908,Existing Customer,38,F,2,High School,Single,$40K - $60K,Blue,25,6,2,3,1438.3,0,1438.3,0.7829999999999999,3990,75,0.596,0.0
3908,815767983,Existing Customer,45,M,0,Graduate,Married,$60K - $80K,Blue,40,4,3,3,1438.3,0,1438.3,0.555,4869,66,0.737,0.0
3909,712812408,Attrited Customer,40,F,3,Unknown,Married,Less than $40K,Blue,28,2,3,3,1535.0,0,1535.0,0.544,1921,41,0.46399999999999997,0.0
3910,712403358,Existing Customer,55,F,2,College,Single,$40K - $60K,Blue,35,4,4,4,1438.3,696,742.3,0.888,4307,76,0.9,0.484
3911,717826308,Existing Customer,49,F,5,Uneducated,Married,Less than $40K,Blue,36,6,2,4,2331.0,1798,533.0,0.847,4061,66,0.6920000000000001,0.7709999999999999
3912,753443583,Existing Customer,43,F,1,High School,Single,$40K - $60K,Blue,36,5,2,1,8156.0,0,8156.0,0.6629999999999999,3992,73,0.5529999999999999,0.0
3913,721428333,Existing Customer,47,F,3,Unknown,Unknown,Less than $40K,Blue,34,4,2,1,8109.0,541,7568.0,0.958,3609,77,0.604,0.067
3914,719910333,Existing Customer,43,F,3,Unknown,Unknown,Less than $40K,Blue,36,4,4,2,5853.0,1190,4663.0,0.9359999999999999,3595,80,0.667,0.203
3915,713585958,Attrited Customer,48,F,4,College,Married,Less than $40K,Blue,36,2,3,2,5997.0,0,5997.0,0.406,1457,42,0.5,0.0
3916,712866933,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Blue,32,6,3,4,10824.0,0,10824.0,0.9620000000000001,3700,73,0.738,0.0
3917,719219883,Existing Customer,47,M,2,Uneducated,Married,$60K - $80K,Blue,36,4,1,2,9300.0,769,8531.0,0.68,3651,67,0.718,0.083
3918,779170008,Existing Customer,51,F,2,High School,Single,$40K - $60K,Blue,32,4,1,2,5351.0,0,5351.0,0.763,4596,78,0.5,0.0
3919,779727558,Existing Customer,49,F,4,College,Single,Less than $40K,Blue,33,4,2,3,2097.0,1250,847.0,0.6990000000000001,4148,71,0.5429999999999999,0.596
3920,714373308,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,46,6,4,4,2266.0,0,2266.0,0.565,3634,66,0.65,0.0
3921,715000383,Existing Customer,55,M,3,Uneducated,Single,$80K - $120K,Blue,46,4,2,3,13598.0,852,12746.0,0.785,4047,76,0.81,0.063
3922,710493558,Attrited Customer,46,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,3,2,2,1803.0,0,1803.0,0.415,1979,37,0.321,0.0
3923,778839108,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,31,3,1,4,6292.0,0,6292.0,0.515,3687,74,0.644,0.0
3924,715548183,Existing Customer,65,M,1,Graduate,Single,Unknown,Blue,56,4,3,3,23566.0,1670,21896.0,0.735,3129,79,0.8370000000000001,0.071
3925,712545183,Existing Customer,51,F,4,Uneducated,Single,Less than $40K,Blue,37,4,4,2,1765.0,1487,278.0,0.738,3333,66,1.0,0.8420000000000001
3926,779032308,Existing Customer,46,M,3,High School,Married,$80K - $120K,Blue,27,4,2,3,4964.0,2316,2648.0,0.7929999999999999,3279,66,0.941,0.467
3927,721500108,Existing Customer,42,M,1,Graduate,Unknown,$60K - $80K,Blue,32,5,3,2,3741.0,0,3741.0,0.9590000000000001,4402,55,0.833,0.0
3928,713389233,Existing Customer,49,F,3,High School,Single,Unknown,Silver,36,3,2,2,31631.0,0,31631.0,0.632,3418,58,0.758,0.0
3929,718811058,Existing Customer,40,M,3,Unknown,Married,$80K - $120K,Blue,36,6,2,2,5014.0,1887,3127.0,0.8059999999999999,4391,66,0.5710000000000001,0.376
3930,717084708,Existing Customer,45,F,4,High School,Married,Less than $40K,Blue,34,6,4,1,2484.0,1543,941.0,0.703,3802,68,0.447,0.621
3931,778247358,Existing Customer,65,M,1,Graduate,Single,Less than $40K,Blue,56,5,3,2,7636.0,0,7636.0,0.8009999999999999,3880,67,0.8109999999999999,0.0
3932,710702733,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,35,6,3,3,11096.0,0,11096.0,0.8809999999999999,3949,69,0.6829999999999999,0.0
3933,815240358,Existing Customer,47,F,3,Uneducated,Married,Unknown,Blue,42,4,1,4,25027.0,1501,23526.0,1.063,3357,62,0.7709999999999999,0.06
3934,715165758,Existing Customer,44,M,3,Post-Graduate,Married,$120K +,Blue,35,3,4,1,27391.0,587,26804.0,0.821,2862,56,1.24,0.021
3935,827964858,Attrited Customer,58,F,1,Uneducated,Divorced,Unknown,Blue,54,3,5,3,3266.0,859,2407.0,0.74,2151,46,0.43799999999999994,0.263
3936,773667708,Attrited Customer,50,M,1,Graduate,Divorced,$60K - $80K,Blue,44,3,4,3,7050.0,1008,6042.0,0.639,2176,39,0.56,0.14300000000000002
3937,717400533,Existing Customer,54,F,0,High School,Married,Less than $40K,Blue,45,5,2,2,2704.0,789,1915.0,1.0390000000000001,4839,92,0.769,0.292
3938,713586858,Existing Customer,40,M,3,Uneducated,Divorced,$80K - $120K,Blue,25,4,3,4,11721.0,1175,10546.0,0.779,4187,73,0.825,0.1
3939,711393483,Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,36,4,3,1,2432.0,0,2432.0,1.2930000000000001,4340,76,0.767,0.0
3940,812979408,Attrited Customer,39,F,0,Unknown,Married,$40K - $60K,Silver,34,3,0,3,15142.0,0,15142.0,0.7609999999999999,2458,41,0.5770000000000001,0.0
3941,711877458,Existing Customer,51,F,3,College,Married,Less than $40K,Blue,36,6,2,2,1936.0,0,1936.0,0.705,4072,72,0.7559999999999999,0.0
3942,714351558,Existing Customer,64,F,0,Uneducated,Single,Less than $40K,Blue,36,3,2,1,1829.0,0,1829.0,0.5760000000000001,3950,65,0.5479999999999999,0.0
3943,828343083,Existing Customer,43,F,4,High School,Unknown,Less than $40K,Blue,39,3,3,3,2786.0,1793,993.0,0.8029999999999999,3646,68,0.659,0.644
3944,790002783,Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,30,4,1,4,19595.0,610,18985.0,0.5820000000000001,4079,65,0.585,0.031
3945,708615183,Existing Customer,44,M,2,Unknown,Married,$60K - $80K,Blue,34,4,4,4,3828.0,1146,2682.0,0.6809999999999999,4558,90,0.636,0.299
3946,718509858,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,37,3,1,4,4786.0,0,4786.0,0.789,4347,69,0.6829999999999999,0.0
3947,718540308,Existing Customer,44,M,2,High School,Single,$80K - $120K,Blue,36,5,3,0,22143.0,730,21413.0,0.871,4263,62,0.632,0.033
3948,778180158,Existing Customer,44,M,4,Doctorate,Divorced,$80K - $120K,Blue,34,5,1,4,7150.0,1887,5263.0,0.455,3636,69,0.643,0.264
3949,778242708,Existing Customer,63,M,1,Unknown,Single,$60K - $80K,Silver,53,5,4,4,25502.0,1450,24052.0,0.797,4323,81,0.688,0.057
3950,806947308,Attrited Customer,40,M,4,Post-Graduate,Married,$60K - $80K,Blue,35,3,4,3,20178.0,1553,18625.0,0.324,1735,44,0.375,0.077
3951,714899283,Existing Customer,46,F,2,Unknown,Married,Less than $40K,Blue,36,5,2,3,5258.0,1994,3264.0,0.725,3972,73,0.5870000000000001,0.379
3952,708386958,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,34,3,3,2,1561.0,0,1561.0,0.502,1947,28,0.556,0.0
3953,710986758,Existing Customer,43,M,3,High School,Single,$60K - $80K,Blue,30,6,2,4,11550.0,1505,10045.0,1.034,3891,76,0.9,0.13
3954,718220358,Attrited Customer,58,M,1,Graduate,Single,$120K +,Blue,36,2,3,4,28618.0,0,28618.0,0.685,1712,41,0.414,0.0
3955,710568333,Existing Customer,47,M,4,College,Unknown,$60K - $80K,Blue,35,4,2,3,6623.0,1823,4800.0,0.8109999999999999,2293,47,0.5670000000000001,0.275
3956,712656783,Attrited Customer,49,M,1,Graduate,Single,$120K +,Blue,36,3,4,3,8136.0,2517,5619.0,0.674,2179,40,0.429,0.309
3957,717483558,Existing Customer,42,M,3,High School,Married,$120K +,Blue,36,3,1,2,19156.0,1353,17803.0,1.41,3547,61,0.649,0.071
3958,721440633,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,36,5,2,3,7982.0,897,7085.0,0.778,4387,71,0.511,0.11199999999999999
3959,738899658,Attrited Customer,45,F,2,Graduate,Single,Unknown,Blue,38,6,2,3,3120.0,2517,603.0,0.736,2468,43,0.536,0.807
3960,711423558,Existing Customer,60,F,1,Post-Graduate,Single,$40K - $60K,Blue,50,4,1,2,4606.0,0,4606.0,0.857,4181,63,1.032,0.0
3961,721522533,Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,35,6,3,2,2005.0,1143,862.0,0.8240000000000001,4311,70,0.591,0.57
3962,708558408,Existing Customer,50,M,3,High School,Single,$40K - $60K,Blue,31,5,3,3,9949.0,1597,8352.0,0.659,3776,83,0.596,0.161
3963,714727833,Attrited Customer,41,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2,3,2892.0,2517,375.0,0.777,2257,48,0.7140000000000001,0.87
3964,714365883,Existing Customer,51,F,4,Uneducated,Unknown,Less than $40K,Blue,40,3,3,4,7093.0,918,6175.0,0.56,3877,75,0.7440000000000001,0.129
3965,715856208,Existing Customer,47,M,3,Graduate,Single,$60K - $80K,Blue,36,5,4,3,1896.0,1119,777.0,0.6709999999999999,4028,76,0.767,0.59
3966,708944958,Existing Customer,47,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,4,3569.0,1030,2539.0,1.09,4612,75,0.9229999999999999,0.289
3967,771516333,Existing Customer,41,F,2,Graduate,Unknown,$40K - $60K,Blue,29,6,2,3,4663.0,0,4663.0,0.892,3831,81,0.7609999999999999,0.0
3968,772051308,Existing Customer,55,F,3,Graduate,Single,Unknown,Blue,44,6,6,3,2553.0,1823,730.0,0.574,3853,69,0.6829999999999999,0.7140000000000001
3969,788350908,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,31,3,1,3,5362.0,1110,4252.0,0.6509999999999999,3548,69,0.5,0.207
3970,818322033,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,36,6,6,4,2873.0,1247,1626.0,0.889,3943,80,0.7020000000000001,0.434
3971,716288958,Existing Customer,40,M,2,College,Married,$80K - $120K,Blue,36,3,4,3,7840.0,0,7840.0,0.726,4062,71,0.578,0.0
3972,712347258,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,35,3,3,2,2209.0,0,2209.0,0.7490000000000001,4419,68,0.619,0.0
3973,779072733,Existing Customer,36,F,2,College,Married,Less than $40K,Blue,17,5,2,2,1971.0,0,1971.0,0.613,4979,77,0.5710000000000001,0.0
3974,710003958,Existing Customer,48,F,5,Post-Graduate,Married,Less than $40K,Blue,40,3,3,3,1438.3,665,773.3,0.75,4100,84,0.615,0.462
3975,715287708,Existing Customer,41,F,4,Graduate,Married,$40K - $60K,Blue,33,6,3,2,6230.0,1173,5057.0,0.607,3769,77,0.54,0.188
3976,708774708,Existing Customer,47,F,4,Graduate,Unknown,$40K - $60K,Blue,29,6,1,3,2636.0,1589,1047.0,0.8640000000000001,3858,70,0.522,0.603
3977,713535033,Existing Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,3,3,2,22243.0,1377,20866.0,0.5670000000000001,3200,91,0.7170000000000001,0.062
3978,719314683,Existing Customer,50,F,2,Unknown,Divorced,Less than $40K,Blue,36,3,2,4,2855.0,527,2328.0,0.6779999999999999,3645,69,0.605,0.185
3979,789293358,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,35,3,3,4,7578.0,1794,5784.0,0.62,5328,78,0.625,0.237
3980,787638408,Existing Customer,47,F,1,High School,Single,Unknown,Blue,40,5,4,4,8440.0,2087,6353.0,0.804,4161,74,0.644,0.247
3981,715974783,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,40,4,3,3,4186.0,0,4186.0,0.888,4590,69,0.816,0.0
3982,716134533,Existing Customer,44,M,4,College,Single,$80K - $120K,Blue,34,4,4,3,22074.0,0,22074.0,1.199,4406,80,0.7390000000000001,0.0
3983,708834483,Attrited Customer,46,M,2,Doctorate,Married,$80K - $120K,Blue,29,1,2,5,17667.0,0,17667.0,0.569,1775,42,0.556,0.0
3984,780168333,Existing Customer,39,M,4,Graduate,Married,$120K +,Blue,28,3,2,3,26548.0,1829,24719.0,0.685,3450,83,1.024,0.069
3985,711557508,Existing Customer,51,M,2,Graduate,Single,$60K - $80K,Blue,40,4,3,0,3532.0,764,2768.0,0.6809999999999999,4066,74,0.574,0.21600000000000003
3986,772506858,Existing Customer,45,F,4,High School,Single,Unknown,Blue,35,3,4,2,8795.0,2517,6278.0,0.625,4552,81,0.588,0.28600000000000003
3987,765692658,Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,42,4,3,4,2162.0,1882,280.0,0.934,3825,70,0.75,0.87
3988,720598308,Attrited Customer,47,M,4,Uneducated,Single,$120K +,Blue,37,3,2,6,34516.0,1126,33390.0,0.575,1736,35,0.4,0.033
3989,709912683,Existing Customer,53,F,4,Graduate,Single,Unknown,Gold,41,5,1,2,34516.0,2374,32142.0,0.81,4390,77,0.604,0.069
3990,815353083,Attrited Customer,44,M,1,College,Divorced,$80K - $120K,Silver,39,2,3,2,34516.0,2361,32155.0,0.529,1853,36,0.385,0.068
3991,720093333,Existing Customer,41,M,3,Post-Graduate,Divorced,$120K +,Blue,29,6,1,3,3491.0,2506,985.0,0.873,4855,79,0.58,0.718
3992,717281658,Existing Customer,52,F,3,Graduate,Divorced,Less than $40K,Blue,41,3,3,4,6060.0,1687,4373.0,0.563,3953,65,0.711,0.278
3993,765731433,Existing Customer,48,F,3,Graduate,Divorced,Unknown,Blue,41,3,4,3,7860.0,0,7860.0,0.598,3512,76,0.617,0.0
3994,712050933,Attrited Customer,48,M,4,College,Married,$80K - $120K,Blue,32,5,2,3,25190.0,0,25190.0,0.467,1533,41,0.32299999999999995,0.0
3995,787361583,Existing Customer,50,M,4,College,Divorced,$60K - $80K,Blue,44,4,2,3,13911.0,2160,11751.0,0.73,2204,60,0.667,0.155
3996,709921158,Existing Customer,51,M,1,High School,Single,$60K - $80K,Blue,36,6,4,4,2281.0,1751,530.0,0.7609999999999999,4241,76,0.8540000000000001,0.768
3997,714781908,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,35,3,3,2,5652.0,548,5104.0,0.647,3710,70,0.45799999999999996,0.09699999999999999
3998,717592758,Attrited Customer,44,F,3,Unknown,Single,Less than $40K,Blue,36,3,2,2,1606.0,1578,28.0,0.85,2418,44,0.467,0.983
3999,821339433,Existing Customer,45,F,3,Graduate,Married,Unknown,Blue,41,5,4,2,2777.0,2118,659.0,1.036,4442,64,0.8290000000000001,0.763
4000,715174983,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,36,4,4,4,2223.0,597,1626.0,0.5720000000000001,3331,67,0.675,0.26899999999999996
4001,710863308,Existing Customer,48,M,4,Post-Graduate,Married,$40K - $60K,Blue,29,6,1,2,2916.0,1074,1842.0,0.774,4020,84,0.68,0.368
4002,806824908,Existing Customer,45,M,2,Unknown,Married,$120K +,Blue,40,4,4,4,16476.0,1374,15102.0,0.45899999999999996,4717,71,0.69,0.083
4003,710592933,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,30,3,2,3,9598.0,1092,8506.0,0.6,2216,54,0.588,0.114
4004,771881283,Existing Customer,42,M,1,Uneducated,Divorced,$60K - $80K,Blue,30,3,2,2,18570.0,1892,16678.0,0.748,4036,78,0.773,0.102
4005,708687483,Attrited Customer,54,F,4,Graduate,Single,Less than $40K,Silver,36,3,2,3,13626.0,0,13626.0,0.41100000000000003,1711,30,0.25,0.0
4006,719147208,Existing Customer,29,F,2,Unknown,Single,Less than $40K,Blue,21,4,3,2,2298.0,0,2298.0,0.7759999999999999,4814,88,0.63,0.0
4007,709607733,Existing Customer,40,F,3,College,Married,Unknown,Blue,36,4,2,4,9191.0,1666,7525.0,0.815,4275,83,0.7659999999999999,0.18100000000000002
4008,713184858,Existing Customer,58,F,2,High School,Single,Less than $40K,Blue,50,4,3,4,1438.3,818,620.3,0.917,4196,71,1.088,0.569
4009,719929758,Existing Customer,50,F,1,Doctorate,Married,Unknown,Blue,37,6,4,3,4181.0,0,4181.0,0.912,3057,54,0.688,0.0
4010,759127158,Existing Customer,48,M,3,College,Married,$40K - $60K,Blue,35,3,1,3,2592.0,0,2592.0,0.767,4177,85,0.7709999999999999,0.0
4011,780717483,Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,40,6,3,3,7540.0,773,6767.0,0.688,4755,58,0.706,0.10300000000000001
4012,708507483,Existing Customer,43,F,3,College,Divorced,Less than $40K,Blue,31,6,4,3,1477.0,0,1477.0,0.7559999999999999,4802,82,0.8640000000000001,0.0
4013,787617483,Existing Customer,58,F,0,Uneducated,Single,Less than $40K,Blue,48,6,2,4,2628.0,1542,1086.0,0.93,4335,76,0.727,0.5870000000000001
4014,816608808,Existing Customer,46,M,1,Graduate,Single,$80K - $120K,Blue,41,4,2,3,8916.0,0,8916.0,0.631,2773,62,0.6759999999999999,0.0
4015,716727258,Existing Customer,52,F,1,Post-Graduate,Married,Unknown,Blue,42,5,1,2,1481.0,0,1481.0,0.698,4435,67,0.718,0.0
4016,813890883,Existing Customer,44,F,1,Uneducated,Unknown,Less than $40K,Blue,39,4,2,1,1555.0,0,1555.0,0.583,3811,65,0.711,0.0
4017,768256908,Attrited Customer,45,M,3,Uneducated,Married,Less than $40K,Blue,39,3,3,4,8580.0,1636,6944.0,0.39299999999999996,1880,37,0.233,0.191
4018,811095483,Existing Customer,48,F,4,Graduate,Married,$40K - $60K,Silver,43,3,1,0,21163.0,2517,18646.0,0.569,1732,35,0.45799999999999996,0.11900000000000001
4019,720168558,Existing Customer,39,F,0,Graduate,Married,Less than $40K,Blue,36,3,3,3,2936.0,0,2936.0,0.8420000000000001,4876,74,0.542,0.0
4020,719309133,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,51,3,3,4,1438.3,0,1438.3,0.7979999999999999,3877,70,0.556,0.0
4021,721451208,Attrited Customer,54,M,2,Graduate,Single,$60K - $80K,Silver,45,2,3,2,30540.0,0,30540.0,0.602,1980,36,0.8,0.0
4022,772879158,Existing Customer,47,M,5,High School,Married,$60K - $80K,Blue,38,4,1,2,7357.0,1069,6288.0,0.77,3943,64,0.6409999999999999,0.145
4023,712934583,Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Silver,36,6,3,0,11879.0,0,11879.0,0.735,3490,62,0.938,0.0
4024,710088483,Existing Customer,52,M,3,Uneducated,Married,$80K - $120K,Blue,40,4,1,3,21877.0,1073,20804.0,0.9079999999999999,3283,56,1.0,0.049
4025,753534633,Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,35,4,3,3,7255.0,0,7255.0,0.9,3148,62,0.8240000000000001,0.0
4026,710932683,Existing Customer,55,F,2,High School,Single,Less than $40K,Blue,36,2,1,2,6394.0,0,6394.0,0.6559999999999999,3470,69,0.917,0.0
4027,714751158,Attrited Customer,49,M,2,High School,Divorced,$80K - $120K,Blue,36,4,2,4,34516.0,2517,31999.0,0.376,1789,48,0.455,0.073
4028,718109808,Existing Customer,38,M,5,College,Single,$60K - $80K,Blue,25,4,3,0,5597.0,1118,4479.0,0.753,4599,89,0.648,0.2
4029,713227233,Existing Customer,42,M,4,Graduate,Single,$80K - $120K,Blue,33,4,2,2,32535.0,0,32535.0,0.792,4374,79,0.795,0.0
4030,718342158,Attrited Customer,38,F,4,Graduate,Single,Less than $40K,Blue,26,2,2,2,4391.0,1933,2458.0,0.579,1849,36,0.385,0.44
4031,804606033,Existing Customer,46,M,4,High School,Unknown,$40K - $60K,Blue,41,6,1,2,8738.0,1172,7566.0,0.65,3121,60,0.395,0.134
4032,720755658,Existing Customer,42,F,2,Doctorate,Married,Less than $40K,Blue,32,6,6,0,1592.0,0,1592.0,0.745,4172,70,0.75,0.0
4033,711795633,Existing Customer,65,M,0,Doctorate,Single,Less than $40K,Blue,52,3,3,4,3675.0,0,3675.0,0.664,3798,53,0.47200000000000003,0.0
4034,716654808,Attrited Customer,48,M,4,High School,Single,$120K +,Blue,39,3,4,4,24593.0,0,24593.0,0.777,2084,31,0.55,0.0
4035,817616433,Existing Customer,55,F,2,College,Unknown,Unknown,Blue,41,6,2,2,7613.0,0,7613.0,0.68,4268,69,0.725,0.0
4036,716390958,Attrited Customer,45,M,4,Unknown,Married,$120K +,Blue,31,1,4,3,26107.0,0,26107.0,0.55,1697,47,0.424,0.0
4037,716564433,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,4287.0,0,4287.0,0.294,1635,41,0.242,0.0
4038,719530158,Existing Customer,57,M,1,Graduate,Single,$60K - $80K,Blue,44,3,3,2,9843.0,1273,8570.0,0.563,3677,66,0.5710000000000001,0.129
4039,710621283,Existing Customer,50,M,2,High School,Married,$60K - $80K,Blue,32,3,1,3,10733.0,783,9950.0,0.732,3910,66,0.65,0.073
4040,716714733,Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,30,3,2,0,3460.0,955,2505.0,0.644,3642,69,0.769,0.276
4041,720921408,Existing Customer,46,F,2,College,Single,Less than $40K,Blue,36,6,1,4,1996.0,1544,452.0,0.919,3760,69,0.6829999999999999,0.774
4042,789185508,Existing Customer,49,M,2,High School,Married,$60K - $80K,Blue,38,5,2,1,5536.0,756,4780.0,0.635,3918,70,0.628,0.13699999999999998
4043,807014583,Existing Customer,31,F,0,Graduate,Divorced,Unknown,Blue,26,3,3,3,1469.0,0,1469.0,0.915,4331,89,0.935,0.0
4044,721388283,Existing Customer,54,M,2,Post-Graduate,Single,$120K +,Blue,45,3,1,4,5597.0,0,5597.0,0.596,4844,58,0.871,0.0
4045,716022258,Attrited Customer,51,F,3,College,Single,Less than $40K,Blue,36,3,3,3,8960.0,2222,6738.0,0.382,1853,40,0.33299999999999996,0.248
4046,789362058,Existing Customer,52,M,4,Uneducated,Married,$60K - $80K,Blue,42,3,2,0,5693.0,0,5693.0,0.9279999999999999,4003,64,0.684,0.0
